鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
新竹市,租賃房屋,新竹市新竹市北新街２３巷５之３號２樓,0.0,,,,1140121,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,85.25,3,1,1,有,無,無,15500,182,,0.0,0,,RPTNMLOJKHKGFAO88CC,整棟(戶)出租,無,1140201~1150131,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
新竹市,租賃房屋,新竹市新竹市光華二街１號之１３,0.0,,,,1140121,土地0建物1車位0,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821104,50.41,1,1,1,有,有,有,10000,198,,0.0,0,,RPUNMLOJKHKGFAO98CC,獨立套房,有,1140204~1150203,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視,社會住宅代管
新竹市,租賃房屋,新竹市新竹市中山路２３３號,0.0,,,,1140123,土地0建物1車位0,一層,10,華廈(10層含以下有電梯),機電空間、辦公室,鋼筋混凝土造,0960606,41.3,1,1,1,有,有,有,12000,291,,0.0,0,租金總額含管理費；,RPWNMLOJKHKGFAO56CC,獨立套房,有,1140123~1150122,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
新竹市,租賃房屋,新竹市新竹市埔頂三路３２號２７樓之５,0.0,,,,1140121,土地0建物1車位0,二十七層,29,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1120530,114.52,3,2,2,有,有,有,25000,218,,0.0,0,,RPQNMLPJKHKGFAO68CC,整棟(戶)出租,有,1140121~1150120,有,冷氣、熱水器、電視機、冰箱,社會住宅包租轉租
新竹市,租賃房屋,新竹市新竹市建功一路４７巷２６號,0.0,,,,1140125,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730523,75.9,3,2,1,有,無,有,17500,231,,0.0,0,多人共同承租3；,RPRNMLPJKHKGFAO78CC,整棟(戶)出租,無,1140201~1150131,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路,
新竹市,租賃房屋+車位,新竹市新竹市東門街１００號９樓之３,0.0,,,,1140121,土地0建物1車位1,九層,28,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1080426,170.62,3,2,2,有,有,有,44000,258,坡道平面,33.15,0,,RPTNMLPJKHKGFAO98CC,整棟(戶)出租,有,1140315~1150630,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,一般轉租
新竹市,租賃房屋,新竹市新竹市建功二路５６巷４號２樓,0.0,,,,1140123,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,74.71,3,2,1,有,無,有,23000,308,,0.0,0,,RPUNMLPJKHKGFAO09CC,整棟(戶)出租,無,1140316~1150315,無,冷氣、洗衣機、電視機、冰箱、瓦斯或天然氣,一般轉租
新竹市,租賃房屋,新竹市新竹市少年街４５之３號４樓,0.0,,,,1140124,土地0建物1車位0,四層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830131,102.25,2,2,2,有,有,有,22000,215,,0.0,0,,RPQNMLQJKHKGFAO78CC,整棟(戶)出租,有,1140201~1150131,有,冷氣、熱水器、冰箱、瓦斯或天然氣,社會住宅代管
新竹市,租賃房屋,新竹市新竹市林森路１５４號３樓,0.0,,,,1140123,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,77.35,2,2,1,有,無,有,12000,155,,0.0,0,,RPRNMLQJKHKGFAO88CC,整棟(戶)出租,無,1140208~1150207,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
新竹市,租賃房屋,新竹市新竹市東明街２１１號９樓之８,0.0,,,,1140124,土地0建物1車位0,九層,11,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1031020,50.510000000000005,1,0,1,有,有,有,13500,267,,0.0,0,租金總額含管理費；,RPSNMLQJKHKGFAO98CC,獨立套房,有,1140125~1150124,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,社會住宅代管
新竹市,租賃房屋,新竹市新竹市高翠路２１０巷１弄４７號,0.0,,,,1140126,土地0建物0車位0,全,2,透天厝,住家用,加強磚造,,31.6,8,0,8,有,無,有,16500,522,,0.0,0,租金總額含水費；網路費；,RPQNMLSKKHKGFAO09CC,分租套房,無,1140126~1150131,無,冷氣、洗衣機、冰箱,
新竹市,租賃房屋,新竹市新竹市高翠路２１０巷１弄４７號,0.0,,,,1140122,土地0建物0車位0,全,2,透天厝,住家用,加強磚造,,12.7,8,0,8,有,無,有,9900,780,,0.0,0,租金總額含水費；網路費；,RPRNMLSKKHKGFAO56CC,分租套房,無,1140122~1150131,無,冷氣、熱水器、洗衣機、冰箱,
