鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
壽豐鄉,土地,豐南段1638地號,6145.57,,一般農業區,農牧用地,1131130,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,9000000,1464,,0.0,0,,RPQNMLLLKHKGFAU98DA,0.0,0.0,0.0,無,
花蓮市,土地,慈濟段309地號,279.81,農,,,1131024,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,18450000,65938,,0.0,0,,RPRNMLPLKHKGFAU86DA,0.0,0.0,0.0,無,
新城鄉,房地(土地+建物),花蓮縣新城鄉嘉里三街５２之２號,90.0,住,,,1131020,土地1建物1車位0,全,一層,透天厝,住家用,磚造,0591225,35.27,0,0,0,無,無,1800000,51035,,0.0,0,一、土地價款：新台幣壹佰柒拾貳萬貳仟元整二、建物價款：新台幣柒萬捌仟元整,RPUNMLPLKHKGFAU17DA,35.27,0.0,0.0,無,12
吉安鄉,房地(土地+建物),花蓮縣吉安鄉廣賢路一段３４９巷７號三樓之二,24.29,,特定農業區,甲種建築用地,1130425,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130207,89.74000000000001,2,2,2,有,無,6788000,75641,,0.0,0,,RPUNMLTKKHKGFAU47DA,54.16,0.0,5.43,有,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉東海十四街２７號二樓之一,26.94,住,,,1130308,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130923,96.07000000000001,2,2,2,有,有,6218751,64731,,0.0,0,土地：仁恥段909地號持分4021/100000新台幣1845000元整。建物：2A仁恥段1576建號新台幣4373751元整保存登記建物面積增加找補68751元整。預售屋、或土地及建物分件登記案件；,RPSNMLQKKHKGFAU96DA,61.64,0.0,5.54,有,
瑞穗鄉,房地(土地+建物),花蓮縣瑞穗鄉新生路１５７號,93.26,住,,,1130106,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1131104,174.79,5,2,5,有,無,9500000,54351,,0.0,0,土地交易價格:285萬 、建物交易價格:665萬。預售屋、或土地及建物分件登記案件；,RPUNMLSJKHKGFCU47DA,160.04,0.0,14.75,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市復興街２１號,349.0,商,,,1120426,土地3建物1車位0,全,四層,透天厝,商業用,鋼筋混凝土造,,946.91,13,2,10,有,無,49800000,52592,,0.0,0,其他增建；,RPTNMLKLKHKGFAU56DA,946.91,0.0,0.0,無,
瑞穗鄉,房地(土地+建物),花蓮縣瑞穗鄉新生路１５５號,93.35,住,,,1120324,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1131104,174.79,5,2,5,有,無,9900000,56639,,0.0,0,土地交易價格:297萬 、建物交易價格:693萬。預售屋、或土地及建物分件登記案件；,RPSNMLSJKHKGFCU27DA,160.04,0.0,14.75,無,
新城鄉,房地(土地+建物),花蓮縣新城鄉復興路６９號一樓之二,76.88,農,,,1110611,土地5建物1車位0,一層,四層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1131126,73.28,2,2,2,有,無,6125209,83586,,0.0,0,原簽立買賣價金為新台幣610萬元整，因建物登記面積找補，增加房屋款價金金額新台幣25209元整，買賣價金變更為新台幣612萬5209元整。預售屋、或土地及建物分件登記案件；,RPVNMLMKKHKGFAU86DA,50.61,0.0,3.08,有,
新城鄉,房地(土地+建物),花蓮縣新城鄉復興路６９號二樓之三,85.17,農,,,1110513,土地5建物1車位0,二層,四層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1131126,93.00999999999999,2,2,2,有,無,7126967,76626,,0.0,0,原簽立買賣價金為新台幣710萬元整，因工程變更費用追加、建物登記面積找補，增加房屋款價金金額新台幣26967元整，買賣價金變更為新台幣712萬6967元整預售屋、或土地及建物分件登記案件；,RPOOMLSJKHKGFAU76DA,61.51,0.0,6.12,有,
新城鄉,房地(土地+建物),花蓮縣新城鄉復興路６９號四樓之三,85.17,農,,,1110330,土地5建物1車位0,四層,四層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1131126,93.00999999999999,2,2,2,有,無,7028467,75567,,0.0,0,原簽立買賣價金為新台幣700萬元整，因工程變更費用追加、建物登記面積找補，增加房屋款價金金額新台幣28467元整，買賣價金變更為新台幣702萬8467元整。新城鄉嘉南段705 706 706-2 706-39 706-40地號1363建號。預售屋、或土地及建物分件登記案件；,RPXNMLNKKHKGFAU17DA,61.51,0.0,6.12,有,
新城鄉,房地(土地+建物),花蓮縣新城鄉復興路６９號三樓之一,84.09,農,,,1110217,土地5建物1車位0,三層,四層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1131126,90.75,2,2,2,有,無,6884195,75859,,0.0,0,原簽立買賣價金為6850000元整，因建物登記面積找補，增加房屋款價金金額34195元整，買賣價金變更為6884195元整預售屋、或土地及建物分件登記案件；,RPRNMLKLKHKGFAU98DA,59.21,0.0,6.92,有,
新城鄉,房地(土地+建物),花蓮縣新城鄉復興路６９號二樓之一,84.09,農,,,1110225,土地5建物1車位0,二層,四層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1131126,90.75,2,2,2,有,無,6814195,75088,,0.0,0,指定登記名義人：直系親屬原簽立買賣價金為6780000元整，因建物登記面積找補，增加房屋款價金金額34195元整，買賣價金變更為6814195元整預售屋、或土地及建物分件登記案件；,RPSNMLKLKHKGFAU09DA,59.21,0.0,6.92,有,
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕一街１６９號二樓之三,22.62,住,,,1101202,土地1建物1車位0,二層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130808,74.36,2,2,1,有,有,5200000,69930,,0.0,0,預售屋、或土地及建物分件登記案件；,RPPPMLRKJHKGFAU86DA,49.06,0.0,3.45,有,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市富裕一街１６９號五樓之三,22.62,住,,,1100312,土地1建物1車位1,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130808,105.28999999999999,2,2,1,有,有,6485100,72390,坡道平面,30.9,1100000,停車位編號:20號預售屋、或土地及建物分件登記案件；,RPRPMLRKJHKGFAU07DA,49.08,0.0,3.45,有,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市富裕一街１６９號四樓之一,28.37,住,,,1100218,土地1建物1車位1,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130808,126.46000000000001,2,2,2,有,有,7750000,72573,坡道平面,33.45,1000000,停車位編號:5號權利人於112年12月12日以新臺幣805萬元取得本標的。裕民段439地號3050建號預售屋、或土地及建物分件登記案件；,RPUPMLRKJHKGFAU37DA,61.13,0.0,4.46,有,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市富裕一街１６９號五樓之二,26.84,住,,,1100202,土地1建物1車位1,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130808,120.98,2,2,2,有,有,7389000,72992,坡道平面,33.45,1000000,停車位編號:14號權利人於112年10月26日以新臺幣830萬元取得本標的。預售屋、或土地及建物分件登記案件；,RPOOMLRKKHKGFAU76DA,54.77,0.0,6.83,有,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市富裕一街１６９號八樓之二,26.84,住,,,1100219,土地1建物1車位1,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130808,120.98,2,2,2,有,有,8000000,79973,坡道平面,33.45,1000000,停車位編號:19號裕民段439地號3067建號預售屋、或土地及建物分件登記案件；,RPWPMLRKJHKGFAU57DA,54.77,0.0,6.83,有,
