編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
RPSNMLMKKHKGFCE77CB,坡道平面,2300000,14.55,地下五樓含以下
RPUNMLMKKHKGFCE97CB,坡道平面,2500000,14.55,地下四樓
RPVNMLMKKHKGFCE08CB,坡道平面,2300000,13.55,地下四樓
RPWNMLMKKHKGFCE18CB,坡道平面,2300000,14.55,地下五樓含以下
RPXNMLMKKHKGFCE28CB,坡道平面,2500000,14.55,地下四樓
RPRNMLMKKHKGFEE87CB,坡道平面,2400000,19.86,地下二樓
RPSNMLNKKHKGFEE08CB,坡道平面,1850000,26.51,地下三樓
RPTNMLNKKHKGFEE18CB,坡道平面,1700000,32.09,地下四樓
RPUNMLNKKHKGFEE28CB,坡道機械,700000,11.99,地下四樓
RPWNMLNKKHKGFEE48CB,坡道平面,1850000,26.51,地下三樓
RPPNMLQKKHKGFIE48CB,坡道平面,2300000,16.10,一樓
RPPNMLOKKHKGFCE67CB,坡道平面,2400000,14.55,地下五樓含以下
RPQNMLQKKHKGFIE58CB,坡道平面,2200000,15.51,一樓
RPRNMLQKKHKGFIE68CB,坡道平面,2200000,15.51,一樓
RPQNMLRKKHKGFCE08CB,坡道平面,3000000,14.55,地下二樓
RPRNMLOLJHKGFGE28CB,坡道平面,2200000,15.75,地下三樓
RPRNMLRKKHKGFCE18CB,坡道平面,2600000,13.55,地下二樓
RPUNMLRKKHKGFCE48CB,坡道平面,2700000,13.55,地下二樓
RPSNMLRKKHKGFCE28CB,坡道平面,2950000,14.55,地下二樓
RPTNMLMKKHKGFCE87CB,坡道平面,2300000,14.55,地下五樓含以下
RPTNMLRKKHKGFCE38CB,坡道平面,2700000,13.55,地下二樓
RPVNMLRKKHKGFCE58CB,坡道平面,2600000,13.55,地下二樓
RPXNMLRKKHKGFCE78CB,坡道平面,2950000,14.55,地下二樓
RPWNMLRKKHKGFCE68CB,坡道平面,2900000,14.55,地下二樓
RPOOMLRKKHKGFCE97CB,坡道平面,2900000,14.55,地下二樓
RPPNMLLLKHKGFJE18CB,一樓平面,1500000,13.74,一樓
RPQNMLLLKHKGFJE28CB,一樓平面,1300000,12.65,一樓
RPRNMLLLKHKGFJE38CB,一樓平面,1300000,12.65,一樓
RPPNMLPJKHKGFIE38DB,坡道平面,1900000,19.62,地下二樓
RPPOMLRKKHKGFCE08CB,坡道平面,2900000,14.55,地下二樓
RPSNMLRKKHKGFGE68CB,升降機械,1600000,10.36,地下一樓
