編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
RPWNMLRJKHKGFAW57DA,,43.77,店舖、集合住宅、辦公室：本共有部分項目有機房、防空避難室、無障礙電梯、梯廳、安全梯、爬梯出口、走廊、上水塔及電梯機房等９項。,鋼筋混凝土造,113年9月26日,七層,,持分移轉
RPTNMLOKKHKGFAW07DA,,108.60,集合住宅,鋼筋混凝土造,113年12月2日,五層,二層 陽台,全筆移轉
RPTNMLOKKHKGFAW07DA,,30.97,集合住宅：本共有部分項目有梯廳、走廊、安全梯、及梯間等４項。,鋼筋混凝土造,113年12月2日,五層,,持分移轉
RPUNMLRJKHKGFAW37DA,,91.92,辦公室,鋼筋混凝土造,113年9月26日,七層,七層 陽台 見其他登記事項,全筆移轉
RPUNMLRJKHKGFAW37DA,,59.40,店舖、集合住宅、辦公室：本共有部分項目有機房、防空避難室、無障礙電梯、梯廳、安全梯、爬梯出口、走廊、上水塔及電梯機房等９項。,鋼筋混凝土造,113年9月26日,七層,,持分移轉
RPVNMLRJKHKGFAW47DA,,77.45,集合住宅,鋼筋混凝土造,113年9月26日,七層,五層 陽台,全筆移轉
RPVNMLRJKHKGFAW47DA,,43.77,店舖、集合住宅、辦公室：本共有部分項目有機房、防空避難室、無障礙電梯、梯廳、安全梯、爬梯出口、走廊、上水塔及電梯機房等９項。,鋼筋混凝土造,113年9月26日,七層,,持分移轉
RPSNMLOKKHKGFAW96DA,,108.60,集合住宅,鋼筋混凝土造,113年12月2日,五層,一層 陽台,全筆移轉
RPSNMLOKKHKGFAW96DA,,30.97,集合住宅：本共有部分項目有梯廳、走廊、安全梯、及梯間等４項。,鋼筋混凝土造,113年12月2日,五層,,持分移轉
RPRNMLMKKHKGFAW66DA,3,53.67,集合住宅,鋼筋混凝土造,110年11月24日,三層,三層 陽台,全筆移轉
RPRNMLMKKHKGFAW66DA,3,8.83,集合住宅：本共有部分項目有樓梯間、電梯、水箱房等３項。,鋼筋混凝土造,110年11月24日,三層,,持分移轉
RPPNMLKLKHKGFAW09EA,14,45.12,一般事務所,鋼筋混凝土造,100年6月7日,四層,一層 陽台,全筆移轉
RPPNMLKLKHKGFAW09EA,14,11.60,共有部分，本共有部分之項目有樓梯間、雨遮等二項。,鋼筋混凝土造,100年6月7日,四層,,持分移轉
RPTOMLKKKIJGFAW76DA,7,343.00,集村農舍,鋼筋混凝土造,106年12月1日,三層,一層 二層 三層 陽台 屋頂突出物 地下一層,全筆移轉
