鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
板橋區,租賃房屋,新北市板橋區中山路二段３７３號４樓,0.0,,,,1140121,土地0建物1車位0,四層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0860430,115.94000000000001,3,2,2,有,有,有,24000,207,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為31250元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額25000元，降租後租賃契約金額24000元。續租案件；,RPRQMLNLJHKGFAF08CC,整棟(戶)出租,有,1140210~1150209,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
新莊區,租賃房屋,新北市新莊區民安路１８８巷８弄５號８樓之２１,0.0,,,,1140122,土地0建物1車位0,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901219,46.269999999999996,1,0,1,有,有,有,16000,346,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為20000元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額16000元。,RPROMLNLJHKGFBF97CC,獨立套房,有,1140203~1150202,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
新莊區,租賃房屋,新北市新莊區建中街７１巷１０號四樓,0.0,,,,1140121,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690515,86.73,3,2,1,有,無,無,15000,173,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件，評定市價租金為18800元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額為15000元。,RPTOMLNLJHKGFBF18CC,整棟(戶)出租,無,1140210~1160209,無,冷氣、熱水器、冰箱、瓦斯或天然氣,社會住宅包租轉租
新莊區,租賃房屋,新北市新莊區中平路２９２巷１弄１２號十七樓,0.0,,,,1140121,土地0建物1車位0,十七層,18,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1101019,90.63,2,1,1,有,有,無,22000,243,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件，評定市價租金為27500元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額為22000元。,RPVOMLNLJHKGFBF38CC,整棟(戶)出租,有,1140131~1170130,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
深坑區,租賃房屋+車位,新北市深坑區深南路１６６號六樓,0.0,,,,1140123,土地0建物1車位1,六層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850831,89.09,3,1,2,有,有,有,23500,264,坡道平面,0.0,2000,「此為新北市社會住宅包租代管計畫之物件，評定市價租金為23890元，因選擇代管方案須打九折且簽約租金無條件捨去至百分位，實際租賃契約金額21500元（不含車位租金）。」管理費1500 元水電費由承租人負擔,RPSNMLNLJHKGFCF08CC,整棟(戶)出租,有,1140210~1150209,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
汐止區,租賃房屋,新北市汐止區新台五路一段９９號１７樓之５,0.0,,,,1140122,土地0建物1車位0,十七層,35,廠辦,工業用,鋼骨構造,1031013,327.82,0,0,0,無,有,無,68000,207,,0.0,0,租金總額含稅；,RPPNMLNLJHKGFDF87CC,,有,1140201~1160131,有,,
汐止區,租賃房屋,新北市汐止區龍安路２８巷６號１９樓之８,0.0,,,,1140122,土地0建物1車位0,十九層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860703,36.800000000000004,1,1,1,有,有,有,15000,408,,0.0,0,,RPTNMLNLJHKGFDF28CC,整棟(戶)出租,有,1140201~1150228,有,冷氣、熱水器、洗衣機、冰箱,
汐止區,租賃房屋,新北市汐止區莊敬街１２８號十七樓之７,0.0,,,,1140121,土地0建物1車位0,十七層,25,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841110,69.47,2,1,1,有,有,無,18000,259,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件，評定市價租金為20000元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額為18000元。,RPOOMLNLJHKGFDF87CC,整棟(戶)出租,有,1140126~1150125,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
八里區,租賃房屋,新北市八里區商港二路２９號七樓,0.0,,,,1140123,土地0建物1車位0,七層,18,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1110425,101.23,2,1,1,有,有,有,17000,168,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為18900元，因選擇代管方案須打九折且簽約租金無條件捨去至百分位，實際租賃契約金額為17000元。管理費每個月2000元不包含在租金內,RPSNMLNLJHKGFEF28CC,整棟(戶)出租,有,1140201~1150131,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
淡水區,租賃房屋,新北市淡水區民權路２３號１７樓之６,0.0,,,,1140122,土地0建物1車位0,十七層,24,住宅大樓(11層含以上有電梯),一般服務業,鋼筋混凝土造,0971223,63.81,2,1,1,有,有,有,19500,306,,0.0,0,租金總額含管理費；,RPOOMLNLJHKGFEF97CC,整棟(戶)出租,有,1140220~1150219,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
淡水區,租賃房屋,新北市淡水區新春街１２６巷９號八樓之４,0.0,,,,1140121,土地0建物1車位0,八層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851116,42.86,1,0,1,有,有,有,8500,198,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為10700元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額為8500元。,RPUOMLNLJHKGFEF58CC,獨立套房,有,1140210~1150209,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
淡水區,租賃房屋,新北市淡水區新春街１４６之８號九樓,0.0,,,,1140121,土地0建物1車位0,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030423,77.96,2,1,1,有,有,有,18000,231,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件，評定市價租金為22500元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額為18000元。,RPOPMLNLJHKGFEF08CC,整棟(戶)出租,有,1140215~1160214,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
淡水區,租賃房屋,新北市淡水區新市三路一段３２８號十四樓,0.0,,,,1140122,土地0建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040515,124.07000000000001,3,2,2,有,有,有,21000,169,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為23400 元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額 21000元。續租案件；,RPTPMLNLJHKGFEF58CC,整棟(戶)出租,有,1140201~1150131,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
淡水區,租賃房屋,新北市淡水區北新路６９巷４６號五樓,0.0,,,,1140121,土地0建物1車位0,五層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840624,79.3,2,2,1,有,有,有,14900,188,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為16600元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額14900 元。續租案件；,RPVPMLNLJHKGFEF78CC,整棟(戶)出租,有,1140222~1150221,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
三重區,租賃房屋,新北市三重區三和路四段２０巷１６號五樓,0.0,,,,1140122,土地0建物1車位0,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871031,72.28,2,2,1,有,有,有,22688,314,,0.0,0,「此為新北市社會住宅包租代管計畫之物件，評定市價租金為26668元，因選擇代管方案須打九折且簽約租金無條件捨去至百分位，實際租賃契約金額24000元。」水電費 瓦斯費由承租人負擔管理費1312 元 由出租人負擔,RPWNMLNLJHKGFGF88CC,整棟(戶)出租,有,1140201~1150131,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
蘆洲區,租賃房屋+車位,新北市蘆洲區三民路３６６號四樓之三,0.0,,,,1140121,土地0建物1車位1,四層,24,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1040409,253.49,4,2,2,有,有,無,42000,166,坡道平面,26.99,0,,RPPOMLNLJHKGFGF28CC,整棟(戶)出租,有,1140121~1160123,有,冷氣、熱水器、瓦斯或天然氣,一般轉租
蘆洲區,租賃房屋+車位,新北市蘆洲區三民路３６６號四樓之三,0.0,,,,1140121,土地0建物1車位1,四層,24,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1040409,253.49,4,2,2,有,有,無,42000,166,坡道平面,26.99,0,,RPTOMLNLJHKGFGF68CC,整棟(戶)出租,有,1140121~1160123,有,冷氣、熱水器、瓦斯或天然氣,一般轉租
三重區,租賃房屋,新北市三重區昌隆街５７號５樓之１,0.0,,,,1140122,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660701,93.84,3,2,2,有,無,有,30000,320,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為33400元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位實際租賃契約金額30000元。續租案件；,RPPPMLNLJHKGFGF38CC,整棟(戶)出租,無,1140301~1150228,無,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
三重區,租賃房屋,新北市三重區三和路三段１４１號４樓,0.0,,,,1140123,土地0建物0車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681226,20.0,5,1,5,有,無,有,12000,600,,0.0,0,4A室,RPQPMLNLJHKGFGF48CC,分租套房,無,1140125~1150131,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
三重區,租賃房屋,新北市三重區新北大道一段１９０號十樓,0.0,,,,1140121,土地0建物1車位0,十層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860128,111.92,3,2,2,有,有,無,28000,250,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件，評定市價租金為35000元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額為28000元。,RPPQMLNLJHKGFGF48CC,整棟(戶)出租,有,1140205~1160204,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
蘆洲區,租賃房屋,新北市蘆洲區鷺江街３１號二樓,0.0,,,,1140121,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0630310,74.82,3,2,1,有,無,有,16000,214,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件，評定市價租金為20000元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額為16000元。,RPRQMLNLJHKGFGF68CC,整棟(戶)出租,無,1140201~1170131,無,冷氣、熱水器、洗衣機、瓦斯或天然氣,社會住宅包租轉租
三重區,租賃房屋,新北市三重區環河南路１２５號十一樓之六,0.0,,,,1140121,土地0建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1051018,45.64,1,0,1,有,有,有,19000,416,,0.0,0,,RPSQMLNLJHKGFGF78CC,獨立套房,有,1140320~1170319,有,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租
永和區,租賃房屋,新北市永和區永平路１９１號３樓,0.0,,,,1140122,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0651013,80.75,3,1,1,有,無,有,30000,372,,0.0,0,「此為新北市社會住宅包租代管計畫之物件，評定市價租金為33400元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額30000元。」多人共同承租2；,RPPNMLNLJHKGFHF28CC,整棟(戶)出租,無,1140205~1150204,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
中和區,租賃房屋,新北市中和區景平路１９０號十樓之９,0.0,,,,1140122,土地0建物1車位0,十層,41,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0861104,44.31,1,0,1,有,有,有,16000,361,,0.0,0,此為新北市社會住宅包租代管計劃之物件，評定市價租金20000元，因選擇包租方案需打8折且簽約租金無條件捨去至百分位，實際租賃契約金額16000元。,RPRNMLNLJHKGFHF48CC,獨立套房,有,1140201~1150131,有,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租
中和區,租賃房屋,新北市中和區景德街５號１３樓之１９,0.0,,,,1140121,土地0建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1060120,46.39,1,0,1,有,有,有,13100,282,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為16400元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額為13100元。,RPSNMLNLJHKGFHF58CC,獨立套房,有,1140121~1150120,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
中和區,租賃房屋,新北市中和區景德街１７號１０樓之１５,0.0,,,,1140121,土地0建物1車位0,十層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1060120,41.08,1,0,1,有,有,有,12300,299,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為15400元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額為12300元。,RPTNMLNLJHKGFHF68CC,獨立套房,有,1140121~1150120,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
永和區,租賃房屋,新北市永和區中興街８９號六樓,0.0,,,,1140121,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0691222,30.82,1,0,1,有,有,有,13000,422,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件，評定市價租金為14500元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額為13000元。,RPOOMLNLJHKGFHF28CC,獨立套房,無,1140130~1150129,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
中和區,租賃房屋,新北市中和區中山路二段５１９號１樓,0.0,,,,1140122,土地0建物1車位0,一層,12,店面(店鋪),店鋪,鋼筋混凝土構造,1111017,50.18,0,1,1,有,有,無,37000,737,,0.0,0,114/1/22~114/2/14為免租金期租金總額含稅；管理費；其他二代健保補充保費；,RPQOMLNLJHKGFHF48CC,,有,1140122~1170214,有,,
永和區,租賃房屋+車位,新北市永和區仁愛路３０６巷１８弄２１號１３樓,0.0,,,,1140121,土地0建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941013,149.28,3,2,2,有,有,有,33000,221,坡道平面,28.54,0,,RPTOMLNLJHKGFHF78CC,整棟(戶)出租,有,1140201~1150430,有,瓦斯或天然氣,
三峽區,租賃房屋,新北市三峽區大學路８５號五樓之二十九,0.0,,,,1140122,土地0建物1車位0,五層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1010608,36.629999999999995,1,0,1,有,有,有,12400,339,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為15501元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額12400元。管理費600元，水電瓦斯由承租人負擔,RPQNMLNLJHKGFIF48CC,獨立套房,有,1140201~1150131,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
板橋區,租賃房屋,新北市板橋區大觀路２段１９巷１０１號３樓,0.0,,,,1140122,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0641120,87.44,3,1,1,有,無,無,20000,229,,0.0,0,「此為新北市社會住宅包租代管計畫之物件，評定市價租金為25000元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額20000元。」,RPRNMLOLJHKGFAF87CC,整棟(戶)出租,無,1140205~1150204,無,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
板橋區,租賃房屋+車位,新北市板橋區莊崑路５１號１１樓,0.0,,,,1140123,土地0建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1070817,100.92,2,2,1,有,有,有,27000,307,坡道平面,21.02,2500,1.此為新北市社會住宅包租代管計畫之物件，評定市價租金為27300元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額24500元。 2.管理費：1600元，租金不含管理費。,RPOOMLOLJHKGFAF67CC,整棟(戶)出租,有,1140205~1150204,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
土城區,租賃房屋+車位,新北市土城區中華路一段２２１號６樓,24.78,商,,,1140124,土地1建物1車位1,六層,32,辦公商業大樓,辦公室,鋼骨構造、鋼骨鋼筋混凝土構造,1081120,199.67000000000002,0,0,0,無,有,無,36627,183,坡道平面,39.63,0,,RPROMLOLJHKGFAF97CC,,有,1140203~1150202,有,,
土城區,租賃房屋,新北市土城區延平街６９巷３０號四樓,0.0,,,,1140122,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780725,130.28,4,1,1,有,無,有,19900,153,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為24900元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額為19900元。,RPSOMLOLJHKGFAF08CC,整棟(戶)出租,無,1140220~1150219,無,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
深坑區,租賃房屋,新北市深坑區深南路１７６號六樓,0.0,,,,1140122,土地0建物1車位0,六層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850831,103.21,2,2,2,有,有,無,15000,145,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件，評定市價租金為16700元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額為15000元。,RPRNMLOLJHKGFCF08CC,整棟(戶)出租,有,1140124~1150123,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
汐止區,租賃房屋,新北市汐止區福德一路１０８號九樓,0.0,,,,1140123,土地0建物1車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960130,53.68,1,0,1,有,有,有,20000,373,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為22300元，因選擇代管方案須打九折且簽約租金無條件捨去至百分位，實際租賃契約金額為20000元。管理費每個月1624元不包含在租金內,RPPNMLOLJHKGFDF97CC,獨立套房,有,1140201~1150131,有,冷氣、熱水器,社會住宅代管
汐止區,租賃房屋,新北市汐止區中興路１９４號５樓,0.0,,,,1140121,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700304,93.56,2,1,1,有,無,有,19000,203,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件，評定市價租金為21200元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額為19000元。,RPSNMLOLJHKGFDF28CC,整棟(戶)出租,無,1140207~1150206,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
淡水區,租賃房屋,新北市淡水區真理街３巷２２之１號３樓,0.0,,,,1140121,土地0建物0車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681004,26.71,4,0,4,有,無,有,8000,300,,0.0,0,此層格局共隔四間此次租賃面積為26.71平方公尺租金總額含網路費；其他第四台；,RPQNMLOLJHKGFEF18CC,分租套房,無,1140124~1150131,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管
淡水區,租賃房屋,新北市淡水區新民街１８０巷３３號四樓,0.0,,,,1140123,土地0建物0車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770823,21.07,6,0,6,有,無,有,6500,308,,0.0,0,此層格局共隔六間此次租賃面積為21.07平方公尺租金總額含網路費；其他第四台；,RPUNMLOLJHKGFEF58CC,分租套房,無,1140201~1150131,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管
