鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
大安區,租賃房屋,臺北市大安區信義路四段６０之１０８號,0.0,,,,1140121,土地0建物1車位0,一層,6,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0600301,26.15,1,1,1,有,有,無,19500,746,,0.0,0,,RPRNMLMLJHKGFFA67CC,獨立套房,無,1140121~1150220,無,冷氣、熱水器、洗衣機、電視機,社會住宅包租轉租
大安區,租賃房屋,臺北市大安區忠孝東路４段２１６巷２１號７樓之２,0.0,,,,1140121,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0650206,139.95,4,1,2,有,無,有,52000,372,,0.0,0,多人共同承租2；續租案件；,RPTNMLMLJHKGFFA87CC,整棟(戶)出租,無,1140101~1141231,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,一般轉租
大安區,租賃房屋,臺北市大安區仁愛路四段９１巷１２號,0.0,,,,1140121,土地0建物1車位0,見其他登記事項,2,店面(店鋪),住家用,加強磚造,,134.82,0,0,0,無,無,無,168000,1246,,0.0,0,114/3/1起至114/3/31日止為甲方提供乙方免租裝修期租金總額含稅；含增建或未登記建物；,RPVNMLMLJHKGFFA08CC,,無,1140301~1190331,無,,
大安區,租賃房屋,臺北市大安區忠孝東路三段１３６號５樓５,0.0,商,,,1140121,土地1建物1車位0,五層,13,住宅大樓(11層含以上有電梯),一般事務所,鋼骨鋼筋混凝土造,0970317,57.669999999999995,0,0,0,無,有,無,31000,538,,0.0,0,,RPWNMLMLJHKGFFA18CC,,有,1140121~1170204,有,,
文山區,租賃房屋,臺北市文山區興隆路三段１３７號２樓之８,0.0,,,,1140122,土地0建物1車位0,二層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970523,30.4,1,0,1,有,有,有,17500,576,,0.0,0,續租案件；,RPPNMLNLJHKGFAA07CC,獨立套房,有,1140215~1150211,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
文山區,租賃房屋,臺北市文山區景興路１５３巷１７號３樓之７,0.0,,,,1140122,土地0建物1車位0,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830317,27.95,1,0,1,有,有,有,14000,501,,0.0,0,續租案件；,RPQNMLNLJHKGFAA17CC,獨立套房,有,1140205~1150204,有,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租
文山區,租賃房屋,臺北市文山區景興路２４４號５樓,0.0,,,,1140121,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731204,126.87,3,2,2,有,無,有,30000,236,,0.0,0,多人共同承租1；,RPRNMLNLJHKGFAA27CC,整棟(戶)出租,無,1140203~1150202,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
中正區,租賃房屋,臺北市中正區忠孝西路一段５０號十五樓之３,0.0,,,,1140121,土地0建物1車位0,十五層,27,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,0790815,44.17,1,0,1,有,有,有,19000,430,,0.0,0,此為台北市社會住宅包租代管計畫之物件。,RPXPMLNLJHKGFBA18CC,獨立套房,有,1140310~1160309,有,熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
萬華區,租賃房屋,臺北市萬華區環河南路二段１３０巷２３號,0.0,,,,1140122,土地0建物1車位0,全,1,透天厝,住家用,加強磚造,0470515,41.64,2,1,1,有,無,無,18200,437,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。,RPSQMLNLJHKGFBA77CC,整棟(戶)出租,無,1140226~1141211,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
中山區,租賃房屋,臺北市中山區中山北路三段５３之４號６樓之１,0.0,,,,1140121,土地0建物1車位0,六層,8,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0670802,23.71,1,0,1,有,有,有,12000,506,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。,RPRNMLNLJHKGFCA47CC,獨立套房,有,1140221~1150220,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
中山區,租賃房屋,臺北市中山區台北市中山區遼寧街２５９巷１號１樓，地下室,0.0,,,,1140123,土地0建物1車位0,見其他登記事項,7,店面(店鋪),商業用,鋼筋混凝土造,0670509,194.84,0,0,0,無,無,無,80000,411,,0.0,0,租金總額含稅；,RPWOMLNLJHKGFCA08CC,,無,1140216~1160228,有,,
中山區,租賃房屋,臺北市中山區新生北路二段７４號三樓之５,0.0,,,,1140121,土地0建物1車位0,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0610505,33.76,1,0,1,有,有,有,15000,444,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。,RPOPMLNLJHKGFCA37CC,獨立套房,有,1140215~1150214,有,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租
松山區,租賃房屋,臺北市松山區南京東路五段２９１巷４１弄４７號,0.0,,,,1140121,土地0建物1車位0,全,2,透天厝,,加強磚造,,72.0,2,1,1,有,無,有,31500,438,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。,RPUNMLNLJHKGFDA87CC,整棟(戶)出租,無,1140121~1150120,無,冷氣、熱水器、洗衣機、瓦斯或天然氣,社會住宅代管
南港區,租賃房屋,臺北市南港區東新街１７０巷２１之３號,0.0,,,,1140121,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0740711,93.50999999999999,3,1,1,有,無,無,18000,192,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。,RPOOMLNLJHKGFDA37CC,整棟(戶)出租,無,1140121~1150120,無,熱水器、洗衣機、瓦斯或天然氣,社會住宅包租轉租
松山區,租賃房屋,臺北市松山區八德路三段１９９巷２１號六樓之１０,0.0,,,,1140121,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730127,47.2,1,1,1,有,有,有,19800,419,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。,RPPOMLNLJHKGFDA47CC,獨立套房,有,1140128~1150127,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
北投區,租賃房屋,臺北市北投區杏林二路２０號４樓,0.0,,,,1140121,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831103,83.13999999999999,2,2,1,有,有,有,22000,265,,0.0,0,,RPTNMLNLJHKGFEA87CC,整棟(戶)出租,有,1140128~1150127,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
士林區,租賃房屋,臺北市士林區文林路４２１巷２４號３樓,0.0,,,,1140122,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650506,99.01,3,2,1,有,無,無,27000,273,,0.0,0,,RPVNMLNLJHKGFEA08CC,整棟(戶)出租,無,1140210~1170209,無,熱水器、瓦斯或天然氣,
士林區,租賃房屋,臺北市士林區天母東路７７之７號３樓,0.0,,,,1140123,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740508,128.95,4,1,2,有,有,有,67000,520,,0.0,0,其他租金內含所得稅、健保補充保費；,RPWNMLNLJHKGFEA18CC,整棟(戶)出租,有,1140201~1150131,有,冷氣、熱水器、洗衣機、電視機、冰箱,
北投區,租賃房屋,臺北市北投區溫泉路６５巷１６號５樓之１４,0.0,,,,1140122,土地0建物1車位0,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0670104,52.9,1,0,1,有,有,有,16000,302,,0.0,0,,RPXNMLNLJHKGFEA28CC,獨立套房,有,1140201~1150131,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
北投區,租賃房屋,臺北市北投區泉源路３６之２２號２樓之２,0.0,,,,1140121,土地0建物1車位0,二層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0780921,51.019999999999996,1,0,1,有,有,有,14000,274,,0.0,0,,RPPOMLNLJHKGFEA57CC,獨立套房,有,1140217~1170216,有,熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
大安區,租賃房屋,臺北市大安區通化街４６號,0.0,,,,1140121,土地0建物1車位0,一層,3,店面(店鋪),,加強磚造,,53.84,0,0,1,有,無,無,120000,2229,,0.0,0,租金總額含稅；,RPXNMLNLJHKGFFA38CC,,無,1140310~1170309,無,,
大安區,租賃房屋,臺北市大安區永康街１７巷９號３樓之１,0.0,,,,1140121,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,0640509,85.14,2,2,2,有,無,有,35100,412,,0.0,0,此為台北市社會住宅包租代管計畫之物件，評定市價租金為39000元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，故實際租賃契約金額35100元。續租案件；,RPTOMLNLJHKGFFA08CC,整棟(戶)出租,無,1140121~1150120,無,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
文山區,租賃房屋,臺北市文山區羅斯福路六段３９巷３８號１２樓,0.0,,,,1140122,土地0建物1車位0,十二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960913,77.54,2,2,1,有,有,有,15000,193,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。,RPSNMLOLJHKGFAA47CC,整棟(戶)出租,有,1140201~1150131,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
文山區,租賃房屋,臺北市文山區景興路１８８號十七樓之５,0.0,,,,1140122,土地0建物1車位0,十七層,21,住宅大樓(11層含以上有電梯),住家用,見使用執照,0850104,55.89,1,1,1,有,有,有,16000,286,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。,RPTNMLOLJHKGFAA57CC,獨立套房,有,1140215~1150214,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
文山區,租賃房屋+車位,臺北市文山區保儀路５６號１４樓,0.0,,,,1140121,土地0建物1車位1,十四層,29,住宅大樓(11層含以上有電梯),多戶住宅,鋼骨鋼筋混凝土造,1111220,132.07999999999998,3,2,2,有,有,無,42000,318,坡道機械,0.0,0,,RPQOMLOLJHKGFAA37CC,整棟(戶)出租,有,1140220~1170219,有,冷氣、瓦斯或天然氣,
萬華區,租賃房屋,臺北市萬華區漢中街１６０號１０樓之１,0.0,,,,1140122,土地0建物1車位0,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110322,62.709999999999994,2,1,1,有,有,無,25000,399,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。,RPUOMLOLJHKGFBA87CC,整棟(戶)出租,有,1140220~1160219,有,冷氣、熱水器、洗衣機、電視機、瓦斯或天然氣,社會住宅包租轉租
萬華區,租賃房屋,臺北市萬華區長泰街１３９巷９號四樓,0.0,,,,1140121,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0651023,83.84,3,1,1,有,無,有,25000,298,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。,RPVOMLOLJHKGFBA97CC,整棟(戶)出租,無,1140220~1150219,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
萬華區,租賃房屋,臺北市萬華區華西街１７之４號七樓之６,0.0,,,,1140122,土地0建物1車位0,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0711018,38.81,1,0,1,有,有,有,10200,263,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。,RPWOMLOLJHKGFBA08CC,獨立套房,有,1140211~1150210,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
中山區,租賃房屋,臺北市中山區錦州街５０號九樓之２２,0.0,,,,1140121,土地0建物1車位0,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0730927,31.01,1,0,1,有,有,有,12000,387,,0.0,0,此為台北市社會住宅包租代管計畫之物件，評定市價租金為13400，因選擇代管方案須打九折，且簽約租金無條件捨至百分位，實際租賃金額為12000。,RPRNMLOLJHKGFCA57CC,獨立套房,有,1140205~1150104,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
內湖區,租賃房屋,臺北市內湖區安泰街７９巷６號４樓之２,0.0,,,,1140123,土地0建物1車位0,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840330,68.47,2,1,1,有,有,無,25000,365,,0.0,0,管理費每月1550元，租金不含管理費。,RPUNMLOLJHKGFCA87CC,整棟(戶)出租,有,1140201~1170131,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
中山區,租賃房屋,臺北市中山區中山北路二段１３７巷１８之１２號四樓,0.0,,,,1140122,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0731030,92.25,2,1,2,有,有,有,28000,304,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。,RPOOMLOLJHKGFCA37CC,整棟(戶)出租,無,1140228~1150227,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
南港區,租賃房屋,臺北市南港區興中路１２巷１５號３樓,0.0,,,,1140123,土地0建物1車位0,三層,,辦公商業大樓,,,,100.83,0,0,1,有,有,無,38000,377,,0.0,0,租金總額含稅；管理費；,RPWNMLOLJHKGFDA18CC,,有,1140205~1190204,有,冷氣,
松山區,租賃房屋,臺北市松山區敦化北路１００號,0.0,,,,1140122,土地0建物0車位0,十三層,15,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,0721005,30.73,300,10,300,有,無,有,19500,635,,0.0,0,租賃建物部分範圍，且未計入共有部分面積；,RPPOMLOLJHKGFDA57CC,分租套房,有,1140122~1150121,有,冷氣、電視機、冰箱,一般轉租
松山區,租賃房屋,臺北市松山區敦化北路１００號,0.0,,,,1140122,土地0建物0車位0,八層,15,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,0721005,30.73,300,10,300,有,無,有,19500,635,,0.0,0,租賃建物部分範圍，且未計入共有部分面積；,RPQOMLOLJHKGFDA67CC,分租套房,有,1140123~1150122,有,冷氣、熱水器、電視機、冰箱,一般轉租
松山區,租賃房屋,臺北市松山區敦化北路１００號,0.0,,,,1140121,土地0建物0車位0,九層,15,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,0721005,30.73,300,10,300,有,無,有,19500,635,,0.0,0,租賃建物部分範圍，且未計入共有部分面積；,RPROMLOLJHKGFDA77CC,分租套房,有,1140121~1150120,有,冷氣、電視機、冰箱,一般轉租
松山區,租賃房屋,臺北市松山區敦化北路１００號,0.0,,,,1140122,土地0建物0車位0,八層,15,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,0721005,30.73,300,10,300,有,無,有,19500,635,,0.0,0,租賃建物部分範圍，且未計入共有部分面積；,RPSOMLOLJHKGFDA87CC,分租套房,有,1140123~1150122,有,冷氣、熱水器、電視機、冰箱,一般轉租
松山區,租賃房屋,臺北市松山區敦化北路１００號,0.0,,,,1140122,土地0建物0車位0,十三層,15,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,0721005,30.73,300,10,300,有,無,有,19500,635,,0.0,0,租賃建物部分範圍，且未計入共有部分面積；,RPTOMLOLJHKGFDA97CC,分租套房,有,1140122~1150121,有,冷氣、電視機、冰箱,一般轉租
士林區,租賃房屋,臺北市士林區通河街３２３巷１１之１號,0.0,,,,1140122,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0591210,29.48,2,1,1,有,無,有,13000,441,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。,RPQNMLOLJHKGFEA67CC,整棟(戶)出租,無,1140126~1150125,無,冷氣、熱水器、洗衣機、瓦斯或天然氣,社會住宅代管
士林區,租賃房屋,臺北市士林區福林路２０３-１號五樓,0.0,,,,1140121,土地0建物0車位0,五層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870520,40.54,5,1,4,有,有,無,24200,597,,0.0,0,,RPTNMLOLJHKGFEA97CC,分租套房,無,1140121~1150120,有,冷氣,一般轉租
北投區,租賃房屋,臺北市北投區尊賢街２５１巷１６號四樓,0.0,,,,1140121,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660415,49.43,2,1,1,有,無,有,26000,526,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。,RPUNMLOLJHKGFEA08CC,整棟(戶)出租,無,1140228~1150227,無,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
士林區,租賃房屋,臺北市士林區雨聲街１５巷８號５樓,0.0,,,,1140121,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710719,121.92,3,2,2,有,無,有,34000,279,,0.0,0,多人共同承租2；,RPOOMLOLJHKGFEA57CC,整棟(戶)出租,無,1140315~1150314,無,熱水器,社會住宅代管
北投區,租賃房屋,臺北市北投區中和街３９８巷５弄１號３樓之３,0.0,,,,1140122,土地0建物1車位0,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840708,37.84,1,0,1,有,有,有,13000,344,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。,RPQOMLOLJHKGFEA77CC,獨立套房,無,1140225~1150224,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
北投區,租賃房屋,臺北市北投區自強街５巷７９號２樓,0.0,,,,1140122,土地0建物1車位0,二層,2,公寓(5樓含以下無電梯),住宅、店舖,加強磚造,0591218,77.66,2,1,1,有,無,有,18000,232,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。,RPROMLOLJHKGFEA87CC,整棟(戶)出租,無,1140220~1150219,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
大安區,租賃房屋,臺北市大安區忠孝東路四段２０８號７樓,13.5,商,,,1140123,土地1建物1車位0,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0611016,161.49,0,0,0,無,有,無,75000,464,,0.0,0,租金總額含稅；續租案件；,RPQNMLOLJHKGFFA77CC,,有,1140201~1160131,有,瓦斯或天然氣,
文山區,租賃房屋,臺北市文山區景文街４１號,0.0,,,,1140122,土地0建物1車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,0711231,30.96,0,0,0,無,無,無,50000,1615,,0.0,0,一樓分割為三個小店面，房客僅承租其中一間約1/3面積,RPPNMLPLJHKGFAA27CC,,無,1140310~1190309,有,,
南港區,租賃房屋,臺北市南港區昆陽街１７１巷１弄１４號４樓,0.0,,,,1140122,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650303,124.65,3,2,2,有,無,無,38000,305,,0.0,0,,RPPNMLPLJHKGFDA57CC,分層出租,無,1140605~1240604,無,冷氣,一般包租
松山區,租賃房屋,臺北市松山區敦化南路一段５７號１２樓之１,0.0,,,,1140122,土地0建物1車位0,十二層,12,其他,住家用,鋼筋混凝土造,0660110,189.32,4,2,2,有,有,無,82000,433,,0.0,0,租金總額含稅；,RPPNMLQLJHKGFDA67CC,,有,1140301~1150228,有,,
文山區,租賃房屋,臺北市文山區萬盛街１３０巷６號４樓,0.0,,,,1140125,土地0建物0車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720208,15.0,4,2,2,有,無,有,15000,1000,,0.0,0,租金總額含水費；瓦斯費；網路費；租賃建物部分範圍，且未計入共有部分面積；,RPPNMLRLJHKGFAA47CC,分租套房,無,1140121~1150120,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路,一般轉租
大安區,租賃房屋,臺北市大安區泰順街３９巷１５號３樓,0.0,,,,1140131,土地0建物0車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720310,11.0,4,2,2,有,有,有,10000,909,,0.0,0,租賃建物部分範圍，且未計入共有部分面積；,RPQNMLLJKHKGFFA37CC,分租套房,無,1140131~1141231,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路,一般轉租
