鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
楊梅區,租賃房屋,桃園市楊梅區青山六街１巷１號３樓之４,0.0,,,,1140121,土地0建物1車位0,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841107,79.58,2,1,1,有,有,有,9000,113,,0.0,0,,RPUNMLLLJHKGFDH38CC,整棟(戶)出租,有,1140201~1150131,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
楊梅區,租賃房屋,桃園市楊梅區文化街１８９巷３７號２樓,0.0,,,,1140121,土地0建物1車位0,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920219,165.36,3,1,2,有,有,有,14000,85,,0.0,0,管理費1000由出租人負擔,RPVNMLLLJHKGFDH48CC,整棟(戶)出租,有,1140126~1150125,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
大園區,租賃房屋,桃園市大園區學五街７巷１２號四樓,0.0,,,,1140121,土地0建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1121017,67.82,2,2,2,有,有,有,16800,248,,0.0,0,,RPOOMLLLJHKGFEH97CC,整棟(戶)出租,無,1140201~1150131,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
八德區,租賃房屋+車位,桃園市八德區中正路２６號十一樓,0.0,,,,1140121,土地0建物1車位1,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001024,161.45999999999998,3,2,2,有,有,有,19300,120,坡道平面,25.83,3000,此為（桃園市∕國家住宅及都市更新中心）社會住宅包租代管計畫之物件，評定市價租金為__18112______元，因選擇（代管）方案須打___9___折且簽約租金無條件捨去至百分位，實際租賃契約金額____16300____元。」每個月管理費2700元由承租人負擔續租案件；,RPXNMLLLJHKGFFH88CC,整棟(戶)出租,有,1140205~1150204,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
桃園區,租賃房屋,桃園市桃園區大有路５６７號六樓之２,0.0,,,,1140121,土地0建物1車位0,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840610,144.32999999999998,3,2,2,有,有,有,21000,145,,0.0,0,每月管理費1500元由承租人負擔，未計入租金。,RPROMLMLJHKGFAH97CC,整棟(戶)出租,有,1140215~1150214,有,冷氣、熱水器,社會住宅代管
桃園區,租賃房屋,桃園市桃園區寶慶路４２６號１２樓,0.0,,,,1140121,土地0建物1車位0,十二層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831005,123.63,3,1,2,有,有,無,15000,121,,0.0,0,續租案件；,RPOPMLMLJHKGFAH77CC,整棟(戶)出租,有,1140210~1150209,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
桃園區,租賃房屋+車位,桃園市桃園區慈文路６０３號,19.96,住,,,1140121,土地1建物1車位1,一層,15,住宅大樓(11層含以上有電梯),店舖，住宅,鋼筋混凝土造,1120712,135.36,0,0,0,無,有,無,40000,296,坡道機械,0.0,0,租金總額含管理費；租賃期間有約定不同租金前2年4萬，後3年4萬3皆含管理費；,RPWPMLMLJHKGFAH58CC,,有,1140405~1190404,有,,
桃園區,租賃房屋+車位,桃園市桃園區春日路３９２之２號三樓,0.0,,,,1140122,土地0建物1車位1,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121025,153.85,3,2,2,有,有,有,29000,231,坡道平面,41.31,3000,水電費/瓦斯費及管理費每月 2000 元 由承租人負擔,RPVQMLMLJHKGFAH58CC,整棟(戶)出租,有,1140210~1150209,有,冷氣、熱水器、電視機、冰箱、瓦斯或天然氣,社會住宅代管
桃園區,租賃房屋,桃園市桃園區南豐街２２０之２號,0.0,,,,1140122,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710611,90.31,3,1,1,有,無,無,6000,66,,0.0,0,續租案件；,RPWRMLMLJHKGFAH78CC,整棟(戶)出租,無,1140225~1150224,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
中壢區,租賃房屋,桃園市中壢區慈惠三街４６號五樓,0.0,,,,1140121,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720207,131.03,3,2,1,有,無,有,18000,137,,0.0,0,水電費由承租人負擔,RPPNMLMLJHKGFBH77CC,整棟(戶)出租,無,1140201~1150131,無,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
中壢區,租賃房屋,桃園市中壢區青峰路一段１４９號十三樓,0.0,,,,1140121,土地0建物1車位0,十三層,16,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1120601,101.74000000000001,2,1,1,有,有,有,21500,211,,0.0,0,水電費由承租人負擔管理費  2000元 由出租人負擔未租賃車位，建物登記含有車位面積；,RPQNMLMLJHKGFBH87CC,整棟(戶)出租,有,1140201~1150131,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
中壢區,租賃房屋,桃園市中壢區龍岡路三段７５巷１２弄１號,0.0,,,,1140121,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0660603,78.6,2,2,3,有,無,無,6000,76,,0.0,0,續租案件；,RPTNMLMLJHKGFBH18CC,整棟(戶)出租,無,1140131~1150130,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
中壢區,租賃房屋+車位,桃園市中壢區龍陵路２１３號十樓,0.0,,,,1140121,土地0建物1車位1,十層,13,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1061228,124.17,2,1,1,有,有,有,18500,199,坡道平面,33.65,500,社會住宅  管理費1700+水電費瓦斯費由承租人負擔續租案件；,RPPOMLMLJHKGFBH87CC,整棟(戶)出租,有,1140225~1150224,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
中壢區,租賃房屋,桃園市中壢區後寮二路３４４號四樓,0.0,,,,1140121,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840407,92.49000000000001,2,1,2,有,有,有,12000,130,,0.0,0,每月管理費1000元由出租人負擔，租金已扣除。,RPTOMLMLJHKGFBH28CC,整棟(戶)出租,有,1140201~1150131,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
中壢區,租賃房屋,桃園市中壢區五族二街１５８號二樓,0.0,,,,1140121,土地0建物1車位0,二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951105,117.83000000000001,3,2,2,有,有,有,18000,153,,0.0,0,每個月管理費2000元由承租人負擔,RPUOMLMLJHKGFBH38CC,整棟(戶)出租,有,1140203~1150202,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
觀音區,租賃房屋,桃園市觀音區學文一街３８號五樓,0.0,,,,1140122,土地0建物1車位0,五層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1130821,58.42,2,1,1,有,有,有,14200,243,,0.0,0,水電費由承租人負擔管理費  800元 由出租人負擔,RPRPMLMLJHKGFBH18CC,整棟(戶)出租,無,1140201~1150131,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
中壢區,租賃房屋,桃園市中壢區民權路８１號之１２六樓,0.0,,,,1140121,土地0建物1車位0,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840121,21.709999999999997,1,0,1,有,有,有,4000,184,,0.0,0,每月管理費600元由承租人負擔，未計入租金。續租案件；,RPSPMLMLJHKGFBH28CC,獨立套房,有,1140201~1150131,有,冷氣、熱水器、電視機、冰箱,社會住宅包租轉租
觀音區,租賃房屋,桃園市觀音區建國路３７號四樓,0.0,,,,1140122,土地0建物1車位0,四層,5,華廈(10層含以下有電梯),工業社區（社區住宅）,鋼筋混凝土造,1100818,61.29,2,2,1,有,有,有,13400,219,,0.0,0,水電費由承租人負擔管理費  600元 由出租人負擔,RPTPMLMLJHKGFBH38CC,整棟(戶)出租,無,1140216~1160215,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
中壢區,租賃房屋+車位,桃園市中壢區春德路３０７號十一樓,0.0,,,,1140121,土地0建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1081114,62.61,1,0,1,有,有,有,17000,272,坡道機械,17.11,0,租金總額含管理費；,RPUPMLMLJHKGFBH48CC,獨立套房,有,1140101~1140509,有,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租
中壢區,租賃房屋+車位,桃園市中壢區春德路３０７號十一樓,0.0,,,,1140121,土地0建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1081114,62.61,1,0,1,有,有,有,17000,272,坡道機械,17.11,0,租金總額含管理費；,RPVPMLMLJHKGFBH58CC,獨立套房,有,1140101~1140509,有,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租
中壢區,租賃房屋+車位,桃園市中壢區後寮二路２４７巷１０號十樓,0.0,,,,1140122,土地0建物1車位1,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890830,102.25,2,2,1,有,有,有,16000,202,坡道平面,27.86,1000,社會住宅 水電費 管理費2000元 瓦斯費由承租人負擔,RPWPMLMLJHKGFBH68CC,整棟(戶)出租,有,1140308~1150307,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
中壢區,租賃房屋,桃園市中壢區元化路９５巷１４號四樓,0.0,,,,1140122,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701022,63.42,2,2,1,有,無,有,12000,189,,0.0,0,水費、電費皆由承租人負擔,RPPRMLMLJHKGFBH18CC,整棟(戶)出租,無,1140310~1170309,無,冷氣、熱水器、洗衣機,社會住宅包租轉租
中壢區,租賃房屋,桃園市中壢區延平路３６８號十三樓之３,0.0,,,,1140122,土地0建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890808,46.31,1,0,1,有,有,有,12400,268,,0.0,0,社會住宅 水電費 管理費600元由承租人負擔,RPQRMLMLJHKGFBH28CC,獨立套房,有,1140201~1150131,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
中壢區,租賃房屋+車位,桃園市中壢區永能路１８號５樓,0.0,,,,1140122,土地0建物1車位2,五層,12,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1020531,240.94,3,2,2,有,有,無,30000,125,坡道平面,0.0,0,租金總額含管理費；,RPSRMLMLJHKGFBH48CC,整棟(戶)出租,有,1140201~1150131,有,熱水器、瓦斯或天然氣,
楊梅區,租賃房屋,桃園市楊梅區中山南路８００巷１３８弄１２號４樓之１,0.0,,,,1140121,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830914,99.56,3,1,1,有,有,有,8200,82,,0.0,0,,RPXNMLMLJHKGFDH78CC,整棟(戶)出租,有,1140201~1150131,無,冷氣、熱水器,社會住宅包租轉租
楊梅區,租賃房屋+車位,桃園市楊梅區金山街３６８巷１６號六樓,0.0,,,,1140121,土地0建物1車位1,六層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1060802,118.5,2,2,1,有,有,有,17800,189,坡道平面,29.75,1000,管理費每個月1200元整、水費、電費皆由承租人負擔,RPPOMLMLJHKGFDH08CC,整棟(戶)出租,有,1140210~1150209,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
大園區,租賃房屋+車位,桃園市大園區大觀路６００巷１弄４之２號二樓,0.0,,,,1140122,土地0建物1車位1,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840211,124.61,3,2,2,有,有,有,14000,112,坡道平面,0.0,500,水電費 由承租人負擔 管理費1000元 由出租人負擔,RPSNMLMLJHKGFEH38CC,整棟(戶)出租,有,1140221~1150220,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
大園區,租賃房屋+車位,桃園市大園區五福路５７號五樓,0.0,,,,1140122,土地0建物1車位1,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1101201,115.63,3,2,2,有,有,有,22000,190,坡道平面,0.0,3000,社會住宅  管理費2000+水電費由承租人負擔續租案件；,RPXNMLMLJHKGFEH88CC,整棟(戶)出租,有,1140301~1150228,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
大園區,租賃房屋,桃園市大園區埔心村埔心６９之３１號,0.0,,,,1140121,土地0建物1車位0,全,4,透天厝,集合住宅、停車空間,鋼筋混凝土造,0951227,183.35,4,3,3,有,無,有,20000,109,,0.0,0,水費、電費皆由承租人負擔，租賃層次1-4層,RPQOMLMLJHKGFEH28CC,整棟(戶)出租,無,1140301~1150228,無,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
八德區,租賃房屋,桃園市八德區高城八街９６之１號十樓,0.0,,,,1140121,土地0建物1車位0,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950329,127.75999999999999,2,2,1,有,有,有,14500,113,,0.0,0,水電費/瓦斯費由承租人負擔管理費  2000元 由出租人負擔,RPPNMLMLJHKGFFH18CC,整棟(戶)出租,有,1140201~1150131,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
八德區,租賃房屋,桃園市八德區中山路１６０巷４３號二樓,0.0,,,,1140122,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830624,90.57000000000001,2,1,1,有,無,有,13000,144,,0.0,0,續租案件；,RPVNMLMLJHKGFFH78CC,整棟(戶)出租,無,1140120~1150119,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
八德區,租賃房屋,桃園市八德區長興路６７７巷２６３弄１７號,0.0,,,,1140122,土地0建物1車位0,全,3,透天厝,自用停車場，儲藏室，住宅,鋼筋混凝土造,0841122,198.04,3,1,2,有,無,無,14500,73,,0.0,0,續租案件；,RPSOMLMLJHKGFFH58CC,整棟(戶)出租,無,1140228~1150227,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
龜山區,租賃房屋,桃園市龜山區萬壽路一段４０２之３號１７樓,0.0,,,,1140122,土地0建物1車位0,十七層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840126,125.82,3,1,1,有,有,無,14500,115,,0.0,0,,RPWNMLMLJHKGFHH09CC,整棟(戶)出租,有,1140226~1150225,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
龜山區,租賃房屋+車位,桃園市龜山區樂學一路１７號６樓,0.0,,,,1140122,土地0建物1車位1,六層,24,住宅大樓(11層含以上有電梯),事務所及工商服務業,鋼筋混凝土造,1120831,123.09,2,2,1,有,有,無,25000,203,坡道平面,31.89,0,多人共同承租2；租金總額含管理費；,RPWOMLMLJHKGFHH56CC,整棟(戶)出租,有,1140201~1150131,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
桃園區,租賃房屋,桃園市桃園區新埔十街１４巷２８號七樓,0.0,,,,1140121,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840927,94.58,3,1,1,有,有,有,16000,169,,0.0,0,社會住宅,RPRNMLNLJHKGFAH97CC,整棟(戶)出租,有,1140121~1150120,有,冷氣、熱水器、洗衣機、瓦斯或天然氣,社會住宅代管
桃園區,租賃房屋,桃園市桃園區和平路１號五樓之７,0.0,,,,1140122,土地0建物1車位0,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821228,33.31,1,0,1,有,有,有,7500,225,,0.0,0,社會住宅,RPSNMLNLJHKGFAH08CC,獨立套房,有,1140122~1150121,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
桃園區,租賃房屋,桃園市桃園區龍泉六街１９６號１２樓,0.0,,,,1140121,土地0建物1車位0,十二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020607,91.5,2,1,1,有,有,有,17600,192,,0.0,0,,RPWNMLNLJHKGFAH48CC,整棟(戶)出租,有,1140201~1150131,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
桃園區,租賃房屋+車位,桃園市桃園區樹林九街６７巷１８號２樓,0.0,,,,1140121,土地0建物1車位1,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0890915,110.66999999999999,3,2,2,有,有,有,22400,202,坡道平面,0.0,2400,管理費、停車費、水電費、瓦斯費由承租人負擔,RPXNMLNLJHKGFAH58CC,整棟(戶)出租,有,1140215~1150214,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
桃園區,租賃房屋+車位,桃園市桃園區經國路１９８巷５８號７樓,0.0,,,,1140121,土地0建物1車位1,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1110118,132.98000000000002,2,2,2,有,有,有,22000,216,坡道平面,45.11,3000,管理費、停車費、水電費、瓦斯費由承租人負擔續租案件；,RPOOMLNLJHKGFAH77CC,整棟(戶)出租,有,1140301~1150228,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
桃園區,租賃房屋,桃園市桃園區國豐六街３８號２樓,0.0,,,,1140122,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0861219,67.75,2,1,1,有,有,有,14100,208,,0.0,0,管理費另計900元由承租人負擔,RPPOMLNLJHKGFAH87CC,整棟(戶)出租,有,1140201~1150131,有,冷氣、熱水器、冰箱、瓦斯或天然氣,社會住宅代管
桃園區,租賃房屋,桃園市桃園區敬三街１９０巷９號五樓,0.0,,,,1140121,土地0建物1車位0,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830908,138.79999999999998,4,1,2,有,有,有,14800,107,,0.0,0,,RPQOMLNLJHKGFAH97CC,整棟(戶)出租,有,1140130~1150129,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
桃園區,租賃房屋,桃園市桃園區泰昌十街１０號十三樓,0.0,,,,1140121,土地0建物1車位0,十三層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840914,165.12,4,1,2,有,有,有,16500,100,,0.0,0,,RPSOMLNLJHKGFAH18CC,整棟(戶)出租,有,1140122~1150121,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
桃園區,租賃房屋,桃園市桃園區春日路９８１巷６之３號,0.0,,,,1140121,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0771202,114.03999999999999,3,2,2,有,有,有,12000,105,,0.0,0,,RPTOMLNLJHKGFAH28CC,整棟(戶)出租,無,1140207~1150206,無,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
桃園區,租賃房屋,桃園市桃園區樹仁三街８２之１號三樓,0.0,,,,1140122,土地0建物1車位0,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941228,150.44,4,1,2,有,有,有,19500,130,,0.0,0,每月管理費3000元由承租人負擔，未計入租金。續租案件；,RPWOMLNLJHKGFAH58CC,整棟(戶)出租,有,1140304~1150303,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
中壢區,租賃房屋,桃園市中壢區民族路五段２２２號九樓之６,0.0,,,,1140122,土地0建物1車位0,九層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1130808,150.3,3,2,2,有,有,有,19000,126,,0.0,0,每月管理費2500元由承租人負擔，未計入租金。未租賃車位，建物登記含有車位面積；,RPXNMLNLJHKGFBH68CC,整棟(戶)出租,有,1140201~1150131,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
中壢區,租賃房屋,桃園市中壢區合浦街７０號六樓,0.0,,,,1140121,土地0建物1車位0,六層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821213,121.94,3,1,1,有,有,有,19000,156,,0.0,0,社會住宅,RPOOMLNLJHKGFBH87CC,整棟(戶)出租,有,1140121~1150120,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
中壢區,租賃房屋+車位,桃園市中壢區龍慈路５３號十一樓,0.0,,,,1140121,土地0建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1110112,122.09,2,2,1,有,有,有,20000,179,坡道平面,26.98,3000,此為（桃園市∕國家住宅及都市更新中心）社會住宅包租代管計畫之物件，評定市價租金為__18890______元，因選擇（代管）方案須打___9___折且簽約租金無條件捨去至百分位，實際租賃契約金額__17000______元。」每個月管理費2000元由承租人負擔,RPVOMLNLJHKGFBH58CC,整棟(戶)出租,有,1140201~1150131,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
中壢區,租賃房屋+車位,桃園市中壢區永昌路１７３號１４樓,0.0,,,,1140122,土地0建物1車位2,十四層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1100422,169.10000000000002,3,1,2,有,有,有,25600,196,坡道平面,69.08,6000,機車位一個,RPRPMLNLJHKGFBH28CC,整棟(戶)出租,有,1140217~1150216,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
中壢區,租賃房屋,桃園市中壢區中園路３６之５號二樓,0.0,,,,1140122,土地0建物1車位0,二層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990522,46.93,1,1,1,有,有,有,13600,290,,0.0,0,每月管理費900元由出租人負擔，租金已扣除。,RPSPMLNLJHKGFBH38CC,獨立套房,有,1140220~1150219,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
中壢區,租賃房屋,桃園市中壢區新中二街１７號７樓之２,0.0,,,,1140121,土地0建物1車位0,七層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0951011,32.63,1,0,1,有,有,有,6800,208,,0.0,0,管理費另計700元由承租人負擔續租案件；,RPXPMLNLJHKGFBH88CC,獨立套房,有,1140205~1150204,有,冷氣、熱水器、冰箱,社會住宅代管
中壢區,租賃房屋,桃園市中壢區長沙路１１號七樓,0.0,,,,1140122,土地0建物1車位0,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820621,122.61,3,1,2,有,有,有,15000,122,,0.0,0,,RPOQMLNLJHKGFBH08CC,整棟(戶)出租,有,1140223~1150222,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
